2022-02-21 22:56:46 startup archives install
2022-02-21 22:59:14 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libuuid1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libuuid1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade libfdisk1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libfdisk1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 upgrade libmount1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libmount1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libmount1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libmount1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libmount1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade libsmartcols1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup packages configure
2022-02-21 22:59:14 configure libsmartcols1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:14 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status installed libsmartcols1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 startup archives unpack
2022-02-21 22:59:14 upgrade fdisk:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:14 status half-configured fdisk:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status unpacked fdisk:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:14 status half-installed fdisk:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status unpacked fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 upgrade util-linux:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status half-installed util-linux:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:15 status unpacked util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure util-linux:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:15 status unpacked util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 status half-configured util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 status installed util-linux:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libc-bin:amd64 2.31-0ubuntu9 2.31-0ubuntu9.2
2022-02-21 22:59:15 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:15 status unpacked libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:15 status half-installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:59:15 status unpacked libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libc-bin:amd64 2.31-0ubuntu9.2 <none>
2022-02-21 22:59:15 status unpacked libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 status installed libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libgcrypt20:amd64 1.8.5-5ubuntu1 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:15 status half-configured libgcrypt20:amd64 1.8.5-5ubuntu1
2022-02-21 22:59:15 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1
2022-02-21 22:59:15 status half-installed libgcrypt20:amd64 1.8.5-5ubuntu1
2022-02-21 22:59:15 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libgcrypt20:amd64 1.8.5-5ubuntu1.1 <none>
2022-02-21 22:59:15 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 status half-configured libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 status installed libgcrypt20:amd64 1.8.5-5ubuntu1.1
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade liblz4-1:amd64 1.9.2-2 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 status half-configured liblz4-1:amd64 1.9.2-2
2022-02-21 22:59:15 status unpacked liblz4-1:amd64 1.9.2-2
2022-02-21 22:59:15 status half-installed liblz4-1:amd64 1.9.2-2
2022-02-21 22:59:15 status unpacked liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1 <none>
2022-02-21 22:59:15 status unpacked liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 status half-configured liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 status installed liblz4-1:amd64 1.9.2-2ubuntu0.20.04.1
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade liblzma5:amd64 5.2.4-1 5.2.4-1ubuntu1
2022-02-21 22:59:15 status half-configured liblzma5:amd64 5.2.4-1
2022-02-21 22:59:15 status unpacked liblzma5:amd64 5.2.4-1
2022-02-21 22:59:15 status half-installed liblzma5:amd64 5.2.4-1
2022-02-21 22:59:15 status unpacked liblzma5:amd64 5.2.4-1ubuntu1
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure liblzma5:amd64 5.2.4-1ubuntu1 <none>
2022-02-21 22:59:15 status unpacked liblzma5:amd64 5.2.4-1ubuntu1
2022-02-21 22:59:15 status half-configured liblzma5:amd64 5.2.4-1ubuntu1
2022-02-21 22:59:15 status installed liblzma5:amd64 5.2.4-1ubuntu1
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libsystemd0:amd64 245.4-4ubuntu3 245.4-4ubuntu3.15
2022-02-21 22:59:15 status half-configured libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:59:15 status unpacked libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:59:15 status half-installed libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:59:15 status unpacked libsystemd0:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libsystemd0:amd64 245.4-4ubuntu3.15 <none>
2022-02-21 22:59:15 status unpacked libsystemd0:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 status half-configured libsystemd0:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 status installed libsystemd0:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libudev1:amd64 245.4-4ubuntu3 245.4-4ubuntu3.15
2022-02-21 22:59:15 status half-configured libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:59:15 status unpacked libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:59:15 status half-installed libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:59:15 status unpacked libudev1:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libudev1:amd64 245.4-4ubuntu3.15 <none>
2022-02-21 22:59:15 status unpacked libudev1:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 status half-configured libudev1:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 status installed libudev1:amd64 245.4-4ubuntu3.15
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade libzstd1:amd64 1.4.4+dfsg-3 1.4.4+dfsg-3ubuntu0.1
2022-02-21 22:59:15 status half-configured libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:59:15 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:59:15 status half-installed libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:59:15 status unpacked libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1 <none>
2022-02-21 22:59:15 status unpacked libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-02-21 22:59:15 status half-configured libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-02-21 22:59:15 status installed libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:15 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 1:1.2.11.dfsg-2ubuntu1.2
2022-02-21 22:59:15 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:15 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:15 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2022-02-21 22:59:15 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2022-02-21 22:59:15 startup packages configure
2022-02-21 22:59:15 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2 <none>
2022-02-21 22:59:15 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2022-02-21 22:59:15 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2022-02-21 22:59:15 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2022-02-21 22:59:15 startup archives unpack
2022-02-21 22:59:16 upgrade libapt-pkg6.0:amd64 2.0.2 2.0.6
2022-02-21 22:59:16 status half-configured libapt-pkg6.0:amd64 2.0.2
2022-02-21 22:59:16 status unpacked libapt-pkg6.0:amd64 2.0.2
2022-02-21 22:59:16 status half-installed libapt-pkg6.0:amd64 2.0.2
2022-02-21 22:59:16 status unpacked libapt-pkg6.0:amd64 2.0.6
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libapt-pkg6.0:amd64 2.0.6 <none>
2022-02-21 22:59:16 status unpacked libapt-pkg6.0:amd64 2.0.6
2022-02-21 22:59:16 status half-configured libapt-pkg6.0:amd64 2.0.6
2022-02-21 22:59:16 status installed libapt-pkg6.0:amd64 2.0.6
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade gpgv:amd64 2.2.19-3ubuntu2 2.2.19-3ubuntu2.1
2022-02-21 22:59:16 status half-configured gpgv:amd64 2.2.19-3ubuntu2
2022-02-21 22:59:16 status unpacked gpgv:amd64 2.2.19-3ubuntu2
2022-02-21 22:59:16 status half-installed gpgv:amd64 2.2.19-3ubuntu2
2022-02-21 22:59:16 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure gpgv:amd64 2.2.19-3ubuntu2.1 <none>
2022-02-21 22:59:16 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2022-02-21 22:59:16 status half-configured gpgv:amd64 2.2.19-3ubuntu2.1
2022-02-21 22:59:16 status installed gpgv:amd64 2.2.19-3ubuntu2.1
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libnettle7:amd64 3.5.1+really3.5.1-2 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 status half-configured libnettle7:amd64 3.5.1+really3.5.1-2
2022-02-21 22:59:16 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2
2022-02-21 22:59:16 status half-installed libnettle7:amd64 3.5.1+really3.5.1-2
2022-02-21 22:59:16 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2 <none>
2022-02-21 22:59:16 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 status half-configured libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 status installed libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libhogweed5:amd64 3.5.1+really3.5.1-2 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 status half-configured libhogweed5:amd64 3.5.1+really3.5.1-2
2022-02-21 22:59:16 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2
2022-02-21 22:59:16 status half-installed libhogweed5:amd64 3.5.1+really3.5.1-2
2022-02-21 22:59:16 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2 <none>
2022-02-21 22:59:16 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 status half-configured libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 status installed libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libp11-kit0:amd64 0.23.20-1build1 0.23.20-1ubuntu0.1
2022-02-21 22:59:16 status half-configured libp11-kit0:amd64 0.23.20-1build1
2022-02-21 22:59:16 status unpacked libp11-kit0:amd64 0.23.20-1build1
2022-02-21 22:59:16 status half-installed libp11-kit0:amd64 0.23.20-1build1
2022-02-21 22:59:16 status unpacked libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libp11-kit0:amd64 0.23.20-1ubuntu0.1 <none>
2022-02-21 22:59:16 status unpacked libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-02-21 22:59:16 status half-configured libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-02-21 22:59:16 status installed libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libgnutls30:amd64 3.6.13-2ubuntu1 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1
2022-02-21 22:59:16 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1
2022-02-21 22:59:16 status half-installed libgnutls30:amd64 3.6.13-2ubuntu1
2022-02-21 22:59:16 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libgnutls30:amd64 3.6.13-2ubuntu1.6 <none>
2022-02-21 22:59:16 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 status installed libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libseccomp2:amd64 2.4.3-1ubuntu1 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status half-installed libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2 <none>
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status half-configured libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status installed libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade apt:amd64 2.0.2 2.0.6
2022-02-21 22:59:16 status half-configured apt:amd64 2.0.2
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.2
2022-02-21 22:59:16 status half-installed apt:amd64 2.0.2
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.6
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure apt:amd64 2.0.6 <none>
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.6
2022-02-21 22:59:16 status half-configured apt:amd64 2.0.6
2022-02-21 22:59:16 status installed apt:amd64 2.0.6
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:17 upgrade libpam0g:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam0g:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libpam-modules-bin:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-modules-bin:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libpam-modules:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-modules:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade mount:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status half-installed mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 upgrade libpam-runtime:all 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-runtime:all 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure passwd:amd64 1:4.8.1-1ubuntu5.20.04.1 <none>
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status half-configured passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status installed passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libprocps8:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status half-installed libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libfdisk1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure mount:amd64 2.34-0.1ubuntu9.3 <none>
